"Label"	"Spp"	"Chr"	"Start"	"End"
"Shannon"	"Malussylvestris_H0-AT"	"Chr14"	" 1250000"	" 1250000"
"Shannon"	"Malussylvestris_H0-AT"	"Chr14"	" 8265000"	" 8265000"
"Shannon"	"Malussylvestris_H0-AT"	"Chr14"	" 8275000"	" 8285000"
"Shannon"	"Malussylvestris_H0-AT"	"Chr14"	" 8305000"	" 8380000"
"Shannon"	"Malussylvestris_H0-AT"	"Chr14"	"21520000"	"21530000"
"Shannon"	"Malussylvestris_H0-AT"	"Chr14"	"21540000"	"22145000"
"Shannon"	"Malussylvestris_H0-AT"	"Chr14"	"29130000"	"29135000"
"Shannon"	"Malussylvestris_H0-AT"	"Chr15"	"32770000"	"32990000"
"Shannon"	"Malussylvestris_H0-AT"	"Chr15"	"33100000"	"33105000"
"Shannon"	"Malussylvestris_H0-AT"	"Chr15"	"33610000"	"33635000"
"Shannon"	"Malussylvestris_H0-AT"	"Chr15"	"33655000"	"33655000"
"Shannon"	"Malussylvestris_H0-AT"	"Chr15"	"33665000"	"33680000"
"Shannon"	"Malussylvestris_H0-AT"	"Chr15"	"33710000"	"33710000"
"Shannon"	"Malussylvestris_H0-AT"	"Chr15"	"33750000"	"33760000"
"Shannon"	"Malussylvestris_H0-AT"	"Chr15"	"33770000"	"33770000"
"Shannon"	"Malussylvestris_H0-AT"	"Chr15"	"33840000"	"33860000"
"Shannon"	"Malussylvestris_H0-AT"	"Chr15"	"33870000"	"33880000"
"Shannon"	"Malussylvestris_H0-AT"	"Chr15"	"33900000"	"33905000"
"Shannon"	"Malussylvestris_H0-AT"	"Chr15"	"41095000"	"41160000"
"Shannon"	"Malussylvestris_H0-AT"	"Chr15"	"41175000"	"41175000"
"Shannon"	"Malussylvestris_H0-AT"	"Chr15"	"41210000"	"41220000"
"Shannon"	"Malussylvestris_H0-AT"	"Chr15"	"41230000"	"41245000"
"Shannon"	"Malussylvestris_H0-AT"	"Chr15"	"41255000"	"41260000"
"Shannon"	"Malussylvestris_H0-AT"	"Chr15"	"41275000"	"41275000"
"Shannon"	"Malussylvestris_H0-AT"	"Chr15"	"51395000"	"51400000"
"Shannon"	"Malussylvestris_H0-AT"	"Chr15"	"51410000"	"51410000"
"Shannon"	"Malussylvestris_H0-AT"	"Chr15"	"51430000"	"51445000"
"Shannon"	"Malussylvestris_H0-AT"	"Chr15"	"51505000"	"51505000"
"Shannon"	"Malussylvestris_H0-AT"	"Chr15"	"51515000"	"51525000"
"Shannon"	"Malussylvestris_H0-AT"	"Chr15"	"51595000"	"51595000"
"Shannon"	"Malussylvestris_H0-AT"	"Chr15"	"51615000"	"51615000"
"Shannon"	"Malussylvestris_H0-AT"	"Chr15"	"53165000"	"53650000"
"Shannon"	"Malussylvestris_H0-AT"	"Chr16"	" 1250000"	" 1250000"
"Shannon"	"Malussylvestris_H0-AT"	"Chr16"	"13920000"	"13925000"
"Shannon"	"Malussylvestris_H0-AT"	"Chr16"	"14020000"	"14025000"
"Shannon"	"Malussylvestris_H0-AT"	"Chr16"	"18695000"	"18910000"
"Shannon"	"Malussylvestris_H0-AT"	"Chr17"	"15255000"	"15435000"
"Shannon"	"Malussylvestris_H0-AT"	"Chr17"	"15460000"	"15495000"
"Shannon"	"Malussylvestris_H0-AT"	"Chr17"	"18475000"	"18490000"
"Shannon"	"Malussylvestris_H0-AT"	"Chr17"	"18560000"	"18560000"
"Shannon"	"Malussylvestris_H0-AT"	"Chr17"	"18575000"	"19105000"
"Shannon"	"Malussylvestris_H0-AT"	"Chr17"	"19115000"	"19130000"
"Shannon"	"Malussylvestris_H0-AT"	"Chr17"	"19195000"	"19195000"
"Shannon"	"Malussylvestris_H0-AT"	"Chr17"	"19215000"	"19215000"
"Shannon"	"Malussylvestris_H0-AT"	"Chr17"	"19230000"	"19235000"
"Shannon"	"Malussylvestris_H0-AT"	"Chr17"	"22215000"	"22215000"
"Shannon"	"Malussylvestris_H0-AT"	"Chr17"	"22260000"	"22285000"
"Shannon"	"Malussylvestris_H0-AT"	"Chr17"	"22325000"	"22325000"
"Shannon"	"Malussylvestris_H0-AT"	"Chr17"	"22705000"	"22710000"
"Shannon"	"Malussylvestris_H0-AT"	"Chr17"	"22725000"	"22745000"
"Shannon"	"Malussylvestris_H0-AT"	"Chr17"	"32625000"	"32625000"
"Shannon"	"Malussylvestris_H0-AT"	"Chr2"	" 1250000"	" 1270000"
"Shannon"	"Malussylvestris_H0-AT"	"Chr2"	" 1320000"	" 2135000"
"Shannon"	"Malussylvestris_H0-AT"	"Chr2"	" 2155000"	" 2175000"
"Shannon"	"Malussylvestris_H0-AT"	"Chr2"	" 2185000"	" 2185000"
"Shannon"	"Malussylvestris_H0-AT"	"Chr2"	" 2480000"	" 3275000"
"Shannon"	"Malussylvestris_H0-AT"	"Chr2"	" 3285000"	" 3295000"
"Shannon"	"Malussylvestris_H0-AT"	"Chr2"	"35540000"	"35545000"
"Shannon"	"Malussylvestris_H0-AT"	"Chr2"	"35590000"	"35595000"
"Shannon"	"Malussylvestris_H0-AT"	"Chr2"	"35840000"	"35870000"
"Shannon"	"Malussylvestris_H0-AT"	"Chr3"	" 1250000"	" 1260000"
"Shannon"	"Malussylvestris_H0-AT"	"Chr3"	" 6990000"	" 7025000"
"Shannon"	"Malussylvestris_H0-AT"	"Chr3"	" 7040000"	" 7355000"
"Shannon"	"Malussylvestris_H0-AT"	"Chr3"	" 7460000"	" 7470000"
"Shannon"	"Malussylvestris_H0-AT"	"Chr3"	"19495000"	"19505000"
"Shannon"	"Malussylvestris_H0-AT"	"Chr3"	"19530000"	"19535000"
"Shannon"	"Malussylvestris_H0-AT"	"Chr3"	"19545000"	"19555000"
"Shannon"	"Malussylvestris_H0-AT"	"Chr3"	"19565000"	"19580000"
"Shannon"	"Malussylvestris_H0-AT"	"Chr3"	"19590000"	"19750000"
"Shannon"	"Malussylvestris_H0-AT"	"Chr3"	"19790000"	"19790000"
"Shannon"	"Malussylvestris_H0-AT"	"Chr3"	"19800000"	"19800000"
"Shannon"	"Malussylvestris_H0-AT"	"Chr3"	"35655000"	"35655000"
"Shannon"	"Malussylvestris_H0-AT"	"Chr4"	"17740000"	"20210000"
"Shannon"	"Malussylvestris_H0-AT"	"Chr5"	"13525000"	"13525000"
"Shannon"	"Malussylvestris_H0-AT"	"Chr5"	"13675000"	"13845000"
"Shannon"	"Malussylvestris_H0-AT"	"Chr5"	"13860000"	"13865000"
"Shannon"	"Malussylvestris_H0-AT"	"Chr5"	"13960000"	"13985000"
"Shannon"	"Malussylvestris_H0-AT"	"Chr5"	"14015000"	"14040000"
"Shannon"	"Malussylvestris_H0-AT"	"Chr5"	"14200000"	"14825000"
"Shannon"	"Malussylvestris_H0-AT"	"Chr5"	"14845000"	"14845000"
"Shannon"	"Malussylvestris_H0-AT"	"Chr5"	"14870000"	"14980000"
"Shannon"	"Malussylvestris_H0-AT"	"Chr5"	"14990000"	"15010000"
"Shannon"	"Malussylvestris_H0-AT"	"Chr5"	"15135000"	"15150000"
"Shannon"	"Malussylvestris_H0-AT"	"Chr5"	"25350000"	"25970000"
"Shannon"	"Malussylvestris_H0-AT"	"Chr5"	"26000000"	"26000000"
"Shannon"	"Malussylvestris_H0-AT"	"Chr5"	"35995000"	"36010000"
"Shannon"	"Malussylvestris_H0-AT"	"Chr6"	"12735000"	"12750000"
"Shannon"	"Malussylvestris_H0-AT"	"Chr6"	"12765000"	"13525000"
"Shannon"	"Malussylvestris_H0-AT"	"Chr6"	"23610000"	"23650000"
"Shannon"	"Malussylvestris_H0-AT"	"Chr6"	"23675000"	"23675000"
"Shannon"	"Malussylvestris_H0-AT"	"Chr6"	"33705000"	"33715000"
"Shannon"	"Malussylvestris_H0-AT"	"Chr7"	"13445000"	"13445000"
"Shannon"	"Malussylvestris_H0-AT"	"Chr7"	"13465000"	"13700000"
"Shannon"	"Malussylvestris_H0-AT"	"Chr7"	"13715000"	"13725000"
"Shannon"	"Malussylvestris_H0-AT"	"Chr7"	"14410000"	"14420000"
"Shannon"	"Malussylvestris_H0-AT"	"Chr7"	"14510000"	"14515000"
"Shannon"	"Malussylvestris_H0-AT"	"Chr7"	"14525000"	"14535000"
"Shannon"	"Malussylvestris_H0-AT"	"Chr7"	"14580000"	"14580000"
"Shannon"	"Malussylvestris_H0-AT"	"Chr7"	"14595000"	"15330000"
"Shannon"	"Malussylvestris_H0-AT"	"Chr8"	" 1250000"	" 1250000"
"Shannon"	"Malussylvestris_H0-AT"	"Chr8"	"12635000"	"12635000"
"Shannon"	"Malussylvestris_H0-AT"	"Chr8"	"12650000"	"13260000"
"Shannon"	"Malussylvestris_H0-AT"	"Chr8"	"17970000"	"18200000"
"Shannon"	"Malussylvestris_H0-AT"	"Chr8"	"18210000"	"18210000"
"Shannon"	"Malussylvestris_H0-AT"	"Chr8"	"18225000"	"18245000"
"Shannon"	"Malussylvestris_H0-AT"	"Chr9"	"16520000"	"16520000"
"Shannon"	"Malussylvestris_H0-AT"	"Chr9"	"18530000"	"18650000"
"Label"	"Spp"	"Chr"	"Start"	"End"
"MinRepeatAbund"	"MN47_H0-AT"	"Chr1"	"19235000"	"21500000"
"MinRepeatAbund"	"MN47_H0-AT"	"Chr2"	" 9560000"	"11015000"
"MinRepeatAbund"	"MN47_H0-AT"	"Chr3"	"16430000"	"18195000"
"MinRepeatAbund"	"MN47_H0-AT"	"Chr4"	" 8220000"	" 9835000"
"MinRepeatAbund"	"MN47_H0-AT"	"Chr6"	"15185000"	"17010000"
"MinRepeatAbund"	"MN47_H0-AT"	"Chr7"	"19515000"	"21745000"
"MinRepeatAbund"	"MN47_H0-AT"	"Chr8"	" 8280000"	"10180000"
"Shannon"	"MN47_H0-AT"	"Chr1"	"19200000"	"21495000"
"Shannon"	"MN47_H0-AT"	"Chr2"	" 9440000"	"11110000"
"Shannon"	"MN47_H0-AT"	"Chr3"	"16425000"	"18495000"
"Shannon"	"MN47_H0-AT"	"Chr4"	" 8095000"	" 9810000"
"Shannon"	"MN47_H0-AT"	"Chr5"	" 8175000"	" 9030000"
"Shannon"	"MN47_H0-AT"	"Chr5"	"10170000"	"10175000"
"Shannon"	"MN47_H0-AT"	"Chr5"	"10500000"	"10520000"
"Shannon"	"MN47_H0-AT"	"Chr5"	"10620000"	"10865000"
"Shannon"	"MN47_H0-AT"	"Chr6"	"15145000"	"17080000"
"Shannon"	"MN47_H0-AT"	"Chr7"	"19475000"	"21840000"
"Shannon"	"MN47_H0-AT"	"Chr8"	" 8145000"	"10320000"
"Label"	"Spp"	"Chr"	"Start"	"End"
"MinRepeatAbund"	"Oxydig_H1-AT"	"Chr1"	" 1250000"	" 1405000"
"MinRepeatAbund"	"Oxydig_H1-AT"	"Chr1"	" 6205000"	" 6205000"
"MinRepeatAbund"	"Oxydig_H1-AT"	"Chr1"	"44100000"	"46215000"
"MinRepeatAbund"	"Oxydig_H1-AT"	"Chr2"	" 1250000"	" 1545000"
"MinRepeatAbund"	"Oxydig_H1-AT"	"Chr2"	"29540000"	"32095000"
"MinRepeatAbund"	"Oxydig_H1-AT"	"Chr2"	"37915000"	"37915000"
"MinRepeatAbund"	"Oxydig_H1-AT"	"Chr3"	" 1250000"	" 1260000"
"MinRepeatAbund"	"Oxydig_H1-AT"	"Chr3"	"14540000"	"14540000"
"MinRepeatAbund"	"Oxydig_H1-AT"	"Chr3"	"14815000"	"14815000"
"MinRepeatAbund"	"Oxydig_H1-AT"	"Chr3"	"14870000"	"15030000"
"MinRepeatAbund"	"Oxydig_H1-AT"	"Chr3"	"46405000"	"46405000"
"MinRepeatAbund"	"Oxydig_H1-AT"	"Chr3"	"46445000"	"46445000"
"MinRepeatAbund"	"Oxydig_H1-AT"	"Chr3"	"46455000"	"46600000"
"MinRepeatAbund"	"Oxydig_H1-AT"	"Chr3"	"49455000"	"51765000"
"MinRepeatAbund"	"Oxydig_H1-AT"	"Chr4"	" 1455000"	" 3955000"
"MinRepeatAbund"	"Oxydig_H1-AT"	"Chr4"	"33935000"	"35695000"
"MinRepeatAbund"	"Oxydig_H1-AT"	"Chr5"	" 1250000"	" 1280000"
"MinRepeatAbund"	"Oxydig_H1-AT"	"Chr5"	" 2210000"	" 2225000"
"MinRepeatAbund"	"Oxydig_H1-AT"	"Chr5"	" 2240000"	" 4530000"
"MinRepeatAbund"	"Oxydig_H1-AT"	"Chr5"	"39285000"	"39320000"
"MinRepeatAbund"	"Oxydig_H1-AT"	"Chr5"	"39395000"	"39395000"
"MinRepeatAbund"	"Oxydig_H1-AT"	"Chr5"	"39405000"	"39455000"
"MinRepeatAbund"	"Oxydig_H1-AT"	"Chr5"	"39515000"	"39955000"
"MinRepeatAbund"	"Oxydig_H1-AT"	"Chr5"	"69800000"	"69805000"
"MinRepeatAbund"	"Oxydig_H1-AT"	"Chr5"	"69815000"	"70245000"
"MinRepeatAbund"	"Oxydig_H1-AT"	"Chr6"	" 9875000"	"12355000"
"MinRepeatAbund"	"Oxydig_H1-AT"	"Chr7"	"16100000"	"17410000"
"MinRepeatAbund"	"Oxydig_H1-AT"	"Chr7"	"17475000"	"17475000"
"MinRepeatAbund"	"Oxydig_H1-AT"	"Chr7"	"17520000"	"17540000"
"MinRepeatAbund"	"Oxydig_H1-AT"	"Chr7"	"17570000"	"17570000"
"MinRepeatAbund"	"Oxydig_H1-AT"	"Chr7"	"17580000"	"17590000"
"MinRepeatAbund"	"Oxydig_H1-AT"	"Chr7"	"17605000"	"18250000"
"MinRepeatAbund"	"Oxydig_H1-AT"	"Chr7"	"18340000"	"18340000"
"MinRepeatAbund"	"Oxydig_H1-AT"	"Chr7"	"18430000"	"18565000"
"MinRepeatAbund"	"Oxydig_H1-AT"	"Chr7"	"41030000"	"41030000"
"MinRepeatAbund"	"Oxydig_H1-AT"	"Chr7"	"68115000"	"68175000"
"MinRepeatAbund"	"Oxydig_H1-AT"	"Chr7"	"83230000"	"83335000"
"MinRepeatAbund"	"Oxydig_H1-AT"	"Chr7"	"83355000"	"83355000"
"MaxRepeatAbund"	"Oxydig_H1-AT"	"Chr5"	"29270000"	"29275000"
"MaxRepeatAbund"	"Oxydig_H1-AT"	"Chr7"	"32955000"	"32975000"
"MaxRepeatAbund"	"Oxydig_H1-AT"	"Chr7"	"49895000"	"49930000"
"MaxRepeatAbund"	"Oxydig_H1-AT"	"Chr7"	"53285000"	"53295000"
"MaxRepeatAbund"	"Oxydig_H1-AT"	"Chr7"	"53320000"	"53320000"
"MaxRepeatAbund"	"Oxydig_H1-AT"	"Chr7"	"58835000"	"58855000"
"MaxRepeatAbund"	"Oxydig_H1-AT"	"Chr7"	"58870000"	"58890000"
"Shannon"	"Oxydig_H1-AT"	"Chr1"	" 1250000"	" 1375000"
"Shannon"	"Oxydig_H1-AT"	"Chr1"	"43945000"	"46400000"
"Shannon"	"Oxydig_H1-AT"	"Chr1"	"77450000"	"78225000"
"Shannon"	"Oxydig_H1-AT"	"Chr2"	" 1250000"	" 1590000"
"Shannon"	"Oxydig_H1-AT"	"Chr2"	" 1810000"	" 1835000"
"Shannon"	"Oxydig_H1-AT"	"Chr2"	" 1880000"	" 1980000"
"Shannon"	"Oxydig_H1-AT"	"Chr2"	"29605000"	"32310000"
"Shannon"	"Oxydig_H1-AT"	"Chr2"	"32320000"	"32325000"
"Shannon"	"Oxydig_H1-AT"	"Chr2"	"78445000"	"78465000"
"Shannon"	"Oxydig_H1-AT"	"Chr3"	" 1250000"	" 1290000"
"Shannon"	"Oxydig_H1-AT"	"Chr3"	"46040000"	"47360000"
"Shannon"	"Oxydig_H1-AT"	"Chr3"	"48310000"	"48355000"
"Shannon"	"Oxydig_H1-AT"	"Chr3"	"48365000"	"48370000"
"Shannon"	"Oxydig_H1-AT"	"Chr3"	"48395000"	"48400000"
"Shannon"	"Oxydig_H1-AT"	"Chr3"	"48465000"	"48525000"
"Shannon"	"Oxydig_H1-AT"	"Chr3"	"49330000"	"51845000"
"Shannon"	"Oxydig_H1-AT"	"Chr4"	" 1455000"	" 2815000"
"Shannon"	"Oxydig_H1-AT"	"Chr4"	" 2830000"	" 3990000"
"Shannon"	"Oxydig_H1-AT"	"Chr4"	"34020000"	"35825000"
"Shannon"	"Oxydig_H1-AT"	"Chr4"	"74720000"	"74815000"
"Shannon"	"Oxydig_H1-AT"	"Chr5"	" 1255000"	" 1350000"
"Shannon"	"Oxydig_H1-AT"	"Chr5"	"25890000"	"27530000"
"Shannon"	"Oxydig_H1-AT"	"Chr5"	"44195000"	"46670000"
"Shannon"	"Oxydig_H1-AT"	"Chr5"	"71550000"	"72045000"
"Shannon"	"Oxydig_H1-AT"	"Chr6"	" 9815000"	"12395000"
"Shannon"	"Oxydig_H1-AT"	"Chr6"	"71045000"	"71115000"
"Shannon"	"Oxydig_H1-AT"	"Chr7"	"40700000"	"43165000"
"Shannon"	"Oxydig_H1-AT"	"Chr7"	"44195000"	"46475000"
"Shannon"	"Oxydig_H1-AT"	"Chr7"	"46495000"	"46630000"
"Shannon"	"Oxydig_H1-AT"	"Chr7"	"84790000"	"85335000"
"Label"	"Spp"	"Chr"	"Start"	"End"
"MinRepeatAbund"	"Polavi_H0-AT"	"Chr1"	" 5675000"	" 7695000"
"MinRepeatAbund"	"Polavi_H0-AT"	"Chr10"	" 7110000"	" 9275000"
"MinRepeatAbund"	"Polavi_H0-AT"	"Chr2"	"19280000"	"19780000"
"MinRepeatAbund"	"Polavi_H0-AT"	"Chr3"	"20330000"	"23100000"
"MinRepeatAbund"	"Polavi_H0-AT"	"Chr3"	"23110000"	"23130000"
"MinRepeatAbund"	"Polavi_H0-AT"	"Chr4"	"12265000"	"14395000"
"MinRepeatAbund"	"Polavi_H0-AT"	"Chr5"	"18485000"	"20615000"
"MinRepeatAbund"	"Polavi_H0-AT"	"Chr6"	"13590000"	"13620000"
"MinRepeatAbund"	"Polavi_H0-AT"	"Chr6"	"14300000"	"14305000"
"MinRepeatAbund"	"Polavi_H0-AT"	"Chr6"	"14315000"	"14315000"
"MinRepeatAbund"	"Polavi_H0-AT"	"Chr6"	"14450000"	"14455000"
"MinRepeatAbund"	"Polavi_H0-AT"	"Chr6"	"14495000"	"14590000"
"MinRepeatAbund"	"Polavi_H0-AT"	"Chr6"	"14600000"	"14600000"
"MinRepeatAbund"	"Polavi_H0-AT"	"Chr6"	"14610000"	"14610000"
"MinRepeatAbund"	"Polavi_H0-AT"	"Chr6"	"14635000"	"14635000"
"MinRepeatAbund"	"Polavi_H0-AT"	"Chr6"	"14660000"	"14690000"
"MinRepeatAbund"	"Polavi_H0-AT"	"Chr6"	"14715000"	"14810000"
"MinRepeatAbund"	"Polavi_H0-AT"	"Chr6"	"15015000"	"15300000"
"MinRepeatAbund"	"Polavi_H0-AT"	"Chr7"	"22065000"	"24110000"
"MinRepeatAbund"	"Polavi_H0-AT"	"Chr8"	"27370000"	"27485000"
"MinRepeatAbund"	"Polavi_H0-AT"	"Chr8"	"27525000"	"27605000"
"MinRepeatAbund"	"Polavi_H0-AT"	"Chr8"	"27700000"	"28125000"
"MinRepeatAbund"	"Polavi_H0-AT"	"Chr8"	"28170000"	"28175000"
"MinRepeatAbund"	"Polavi_H0-AT"	"Chr9"	"19125000"	"19345000"
"MinRepeatAbund"	"Polavi_H0-AT"	"Chr9"	"19360000"	"19395000"
"MinRepeatAbund"	"Polavi_H0-AT"	"Chr9"	"19415000"	"19420000"
"MinRepeatAbund"	"Polavi_H0-AT"	"Chr9"	"19515000"	"19590000"
"MinRepeatAbund"	"Polavi_H0-AT"	"Chr9"	"19600000"	"19600000"
"MinRepeatAbund"	"Polavi_H0-AT"	"Chr9"	"19730000"	"19740000"
"MinRepeatAbund"	"Polavi_H0-AT"	"Chr9"	"19800000"	"19830000"
"MinRepeatAbund"	"Polavi_H0-AT"	"Chr9"	"19845000"	"19905000"
"MinRepeatAbund"	"Polavi_H0-AT"	"Chr9"	"19975000"	"21180000"
"MinRepeatAbund"	"Polavi_H0-AT"	"Chr9"	"21195000"	"21435000"
"MaxRepeatAbund"	"Polavi_H0-AT"	"Chr2"	"21125000"	"21125000"
"MaxRepeatAbund"	"Polavi_H0-AT"	"Chr2"	"21140000"	"21150000"
"MaxRepeatAbund"	"Polavi_H0-AT"	"Chr2"	"21195000"	"21220000"
"MaxRepeatAbund"	"Polavi_H0-AT"	"Chr2"	"21315000"	"21320000"
"MaxRepeatAbund"	"Polavi_H0-AT"	"Chr2"	"22330000"	"22330000"
"MaxRepeatAbund"	"Polavi_H0-AT"	"Chr2"	"22375000"	"22380000"
"MaxRepeatAbund"	"Polavi_H0-AT"	"Chr8"	"12820000"	"12820000"
"MaxRepeatAbund"	"Polavi_H0-AT"	"Chr8"	"14900000"	"15100000"
"MaxRepeatAbund"	"Polavi_H0-AT"	"Chr8"	"15120000"	"15120000"
"MaxRepeatAbund"	"Polavi_H0-AT"	"Chr9"	"17000000"	"17000000"
"MaxRepeatAbund"	"Polavi_H0-AT"	"Chr9"	"17050000"	"17055000"
"MaxRepeatAbund"	"Polavi_H0-AT"	"Chr9"	"18570000"	"18580000"
"MaxRepeatAbund"	"Polavi_H0-AT"	"Chr9"	"18590000"	"18605000"
"MaxRepeatAbund"	"Polavi_H0-AT"	"Chr9"	"18625000"	"18685000"
"Shannon"	"Polavi_H0-AT"	"Chr1"	" 5655000"	" 7840000"
"Shannon"	"Polavi_H0-AT"	"Chr10"	" 7010000"	" 9300000"
"Shannon"	"Polavi_H0-AT"	"Chr2"	"19045000"	"21530000"
"Shannon"	"Polavi_H0-AT"	"Chr3"	"20285000"	"23195000"
"Shannon"	"Polavi_H0-AT"	"Chr4"	"12140000"	"14540000"
"Shannon"	"Polavi_H0-AT"	"Chr5"	"18250000"	"20615000"
"Shannon"	"Polavi_H0-AT"	"Chr6"	"13015000"	"15420000"
"Shannon"	"Polavi_H0-AT"	"Chr7"	"21910000"	"24155000"
"Shannon"	"Polavi_H0-AT"	"Chr8"	"13345000"	"15745000"
"Shannon"	"Polavi_H0-AT"	"Chr9"	"19055000"	"21510000"
"Label"	"Spp"	"Chr"	"Start"	"End"
"MinRepeatAbund"	"Prunuspersica_H0-AT"	"Chr1"	"20340000"	"22895000"
"MinRepeatAbund"	"Prunuspersica_H0-AT"	"Chr2"	" 9180000"	"11580000"
"MinRepeatAbund"	"Prunuspersica_H0-AT"	"Chr3"	"11225000"	"13410000"
"MinRepeatAbund"	"Prunuspersica_H0-AT"	"Chr4"	"19720000"	"21830000"
"MinRepeatAbund"	"Prunuspersica_H0-AT"	"Chr5"	" 6310000"	" 8145000"
"MinRepeatAbund"	"Prunuspersica_H0-AT"	"Chr5"	" 8170000"	" 8185000"
"MinRepeatAbund"	"Prunuspersica_H0-AT"	"Chr6"	"15160000"	"17270000"
"MinRepeatAbund"	"Prunuspersica_H0-AT"	"Chr6"	"17285000"	"17285000"
"MinRepeatAbund"	"Prunuspersica_H0-AT"	"Chr7"	" 3700000"	" 5860000"
"MinRepeatAbund"	"Prunuspersica_H0-AT"	"Chr8"	" 6815000"	" 8905000"
"Shannon"	"Prunuspersica_H0-AT"	"Chr1"	"20395000"	"21445000"
"Shannon"	"Prunuspersica_H0-AT"	"Chr1"	"21455000"	"22895000"
"Shannon"	"Prunuspersica_H0-AT"	"Chr2"	" 9200000"	"10360000"
"Shannon"	"Prunuspersica_H0-AT"	"Chr2"	"10375000"	"10600000"
"Shannon"	"Prunuspersica_H0-AT"	"Chr2"	"10610000"	"11575000"
"Shannon"	"Prunuspersica_H0-AT"	"Chr3"	"11105000"	"13360000"
"Shannon"	"Prunuspersica_H0-AT"	"Chr4"	"19665000"	"21795000"
"Shannon"	"Prunuspersica_H0-AT"	"Chr5"	" 6200000"	" 7300000"
"Shannon"	"Prunuspersica_H0-AT"	"Chr5"	" 7310000"	" 7325000"
"Shannon"	"Prunuspersica_H0-AT"	"Chr5"	" 7335000"	" 8225000"
"Shannon"	"Prunuspersica_H0-AT"	"Chr6"	"15125000"	"15130000"
"Shannon"	"Prunuspersica_H0-AT"	"Chr6"	"15140000"	"15695000"
"Shannon"	"Prunuspersica_H0-AT"	"Chr6"	"15705000"	"16250000"
"Shannon"	"Prunuspersica_H0-AT"	"Chr6"	"16260000"	"16630000"
"Shannon"	"Prunuspersica_H0-AT"	"Chr6"	"16640000"	"17585000"
"Shannon"	"Prunuspersica_H0-AT"	"Chr7"	" 3640000"	" 4035000"
"Shannon"	"Prunuspersica_H0-AT"	"Chr7"	" 4045000"	" 4790000"
"Shannon"	"Prunuspersica_H0-AT"	"Chr7"	" 4800000"	" 4815000"
"Shannon"	"Prunuspersica_H0-AT"	"Chr7"	" 4825000"	" 5850000"
"Shannon"	"Prunuspersica_H0-AT"	"Chr8"	" 6790000"	" 7185000"
"Shannon"	"Prunuspersica_H0-AT"	"Chr8"	" 7205000"	" 7950000"
"Shannon"	"Prunuspersica_H0-AT"	"Chr8"	" 7960000"	" 9065000"
"Label"	"Spp"	"Chr"	"Start"	"End"
"MinRepeatAbund"	"Rhunob_H0-AT"	"Chr1"	" 84725000"	" 84730000"
"MinRepeatAbund"	"Rhunob_H0-AT"	"Chr1"	" 84750000"	" 84750000"
"MinRepeatAbund"	"Rhunob_H0-AT"	"Chr1"	" 84815000"	" 84815000"
"MinRepeatAbund"	"Rhunob_H0-AT"	"Chr1"	" 84825000"	" 84825000"
"MinRepeatAbund"	"Rhunob_H0-AT"	"Chr1"	" 84835000"	" 84835000"
"MinRepeatAbund"	"Rhunob_H0-AT"	"Chr1"	" 84850000"	" 84855000"
"MinRepeatAbund"	"Rhunob_H0-AT"	"Chr1"	" 84865000"	" 84905000"
"MinRepeatAbund"	"Rhunob_H0-AT"	"Chr1"	" 84915000"	" 86410000"
"MinRepeatAbund"	"Rhunob_H0-AT"	"Chr1"	" 86425000"	" 86445000"
"MinRepeatAbund"	"Rhunob_H0-AT"	"Chr1"	" 90845000"	" 90930000"
"MinRepeatAbund"	"Rhunob_H0-AT"	"Chr1"	" 90955000"	" 90955000"
"MinRepeatAbund"	"Rhunob_H0-AT"	"Chr1"	" 90965000"	" 90965000"
"MinRepeatAbund"	"Rhunob_H0-AT"	"Chr1"	" 91355000"	" 91445000"
"MinRepeatAbund"	"Rhunob_H0-AT"	"Chr1"	" 91455000"	" 91465000"
"MinRepeatAbund"	"Rhunob_H0-AT"	"Chr1"	" 91475000"	" 91480000"
"MinRepeatAbund"	"Rhunob_H0-AT"	"Chr1"	" 91615000"	" 92975000"
"MinRepeatAbund"	"Rhunob_H0-AT"	"Chr1"	"108330000"	"108330000"
"MinRepeatAbund"	"Rhunob_H0-AT"	"Chr1"	"108350000"	"108350000"
"MinRepeatAbund"	"Rhunob_H0-AT"	"Chr1"	"108360000"	"108395000"
"MinRepeatAbund"	"Rhunob_H0-AT"	"Chr1"	"108480000"	"108575000"
"MinRepeatAbund"	"Rhunob_H0-AT"	"Chr1"	"108595000"	"108630000"
"MinRepeatAbund"	"Rhunob_H0-AT"	"Chr1"	"108680000"	"108695000"
"MinRepeatAbund"	"Rhunob_H0-AT"	"Chr10"	" 46905000"	" 46905000"
"MinRepeatAbund"	"Rhunob_H0-AT"	"Chr10"	" 46940000"	" 46970000"
"MinRepeatAbund"	"Rhunob_H0-AT"	"Chr10"	" 46990000"	" 46995000"
"MinRepeatAbund"	"Rhunob_H0-AT"	"Chr10"	"112430000"	"112450000"
"MinRepeatAbund"	"Rhunob_H0-AT"	"Chr10"	"112535000"	"112565000"
"MinRepeatAbund"	"Rhunob_H0-AT"	"Chr10"	"122695000"	"122920000"
"MinRepeatAbund"	"Rhunob_H0-AT"	"Chr10"	"123035000"	"123055000"
"MinRepeatAbund"	"Rhunob_H0-AT"	"Chr10"	"123080000"	"123115000"
